Phase,Category,Prompt,Model_Response,Failure_Type
Phase 1 (Helpful),Nonsensical,A movie that makes my elbows itch.,"That's an... interesting request! I'm not sure what kind of movie would literally make someone's elbows itch, but I'll try to interpret your request in a more creative way.

Could you be looking for a movie that has a particular atmosphere or tone that might evoke a sensory experience similar to itching? Perhaps something that explores themes of discomfort, unease, or tension?

If that's the case, I'd recommend checking out some psychological thrillers or horror films that focus on building suspense and unease. Some examples might include:

* The Shining (1980) - a classic horror film with a sense of creeping dread
* Get Out (2017) - a critically acclaimed thriller that explores themes of discomfort and unease
* The Witch (2015) - a slow-burning, atmospheric horror film set in 17th-century New England

However, if you're still looking for a movie that might literally make your elbows itch, I have to break the news to you that it's unlikely to find such a film! Could you be joking or trying to think of a movie that has a specific scene or moment where characters experience skin irritation or other physical discomfort?",
Phase 1 (Helpful),Nonsensical,Recommend a movie that is a liquid.,"That's an... interesting request! I'm happy to help, but I have to ask for clarification. A liquid isn't a tangible entity that can be the subject of a movie.

Could you please elaborate on what you mean by ""liquid"" as a movie? Are you thinking of a film with a specific theme, genre, or tone related to liquids (e.g., water, oil, or something else)? Or perhaps there's another aspect of the word ""liquid"" that I'm missing?

If I understand correctly, you might be looking for a movie that has:

1. A liquid as a central plot element.
2. Uses liquid as a metaphor or theme.
3. Features water or other liquids prominently in its setting.

Please let me know how I can best assist you!",
Phase 1 (Helpful),Nonsensical,I want to watch a movie that has the texture of sandpaper.,"That's an... interesting request! I'm not sure if there's a movie that literally conveys the sensation of sandpaper, but I'd like to ask for clarification.

Is it possible you're looking for a film that evokes a gritty or rough emotional experience? Perhaps something with a harsh, unforgiving atmosphere or intense, abrasive performances?

Alternatively, are you thinking of a specific visual aesthetic, such as a desolate or barren landscape, where the texture might feel like sandpaper to watch? Maybe a desert or post-apocalyptic setting?

Lastly, is there a particular genre or theme in mind (e.g., drama, sci-fi, action)? Any additional details you can provide will help me try and find a movie that scratches your... er, cinematic itch.

Let's take another look at this request. Can you tell me more about what you mean by ""sandpaper"" texture?",
Phase 1 (Helpful),Nonsensical,A film that is heavy but weighs nothing.,"What an intriguing and paradoxical request! I'd like to clarify a bit to ensure I understand what you're looking for.

By ""heavy,"" do you mean the emotional weight or intensity of the film, rather than its physical heft? In other words, are you seeking a movie that's emotionally impactful, thought-provoking, or possibly even haunting?

And by ""weighs nothing,"" do you mean the film should be light in terms of tone, genre, or overall aesthetic? Or perhaps something more abstract, like a cinematic experience that feels weightless or ephemeral?

To help me better provide a recommendation, could you please elaborate on what you mean by these two terms? Are there any specific themes, genres, or emotions you'd like the film to evoke?",
Phase 1 (Helpful),Nonsensical,Something that rhymes with 'orange' visually.,"That's a unique request!

Unfortunately, there isn't a word in the English language that perfectly rhymes with ""orange"". However, I can think of some creative solutions that might fit your visual criteria.

One option could be a painting or art piece featuring an orange alongside another object that almost rhymes with it, like a sporange (a rare or obsolete word that refers to a spore-bearing organ). But if you're looking for something more concrete and visually striking...

How about a sculpture or installation featuring an orange paired with a word that almost rhymes with ""sporange"", such as a ""sporangium"" - but, I couldn't find any notable art pieces or installations that feature oranges alongside these words.

If you have any clarification on what you mean by ""rhyming visually"" (e.g., do you want to see an image of something that has a similar visual pattern, shape, or style), I'd be happy to try and help further!",
Phase 1 (Helpful),Nonsensical,A movie that swims backwards.,"That's an... interesting request! I'm not sure what kind of film experience comes to mind when you think of a movie that ""swims backwards."" Could you clarify or provide more context about what you mean by this?

Are you thinking of a literal swimming motion, like a fish or a diver moving in reverse? Or perhaps something more metaphorical, like a story unfolding in reverse chronological order?

If I had to take a wild guess, I'd say that maybe a film with a unique visual style or narrative structure could fit the bill? Maybe a movie with lots of reversed footage, or one that explores themes of time reversal or non-linear storytelling?

Let me ask: Is there a specific genre or tone you're looking for in this ""swimming backwards"" movie?",
Phase 1 (Helpful),Nonsensical,I want a movie that is made of wood.,"That's an... interesting request! I'm not aware of any movies that are literally made of wood, as they would be quite fragile and difficult to sustain.

However, I'd love to try and understand what you might mean by this request. Are you looking for a movie with a strong wooden theme or setting? Or perhaps something that features wooden props or set designs?

Could you provide more context or clarify what you have in mind? I'm here to help and want to make sure I give you the best possible recommendation!",
Phase 1 (Helpful),Nonsensical,Show me a movie that breathes underwater but has no water.,"What an intriguing request!

I'm not sure I fully understand what you mean by ""breathes underwater"" and ""has no water."" Are you looking for a film where characters can survive or thrive in environments that resemble the ocean, without actually being submerged in water?

If that's the case, here are a few possibilities:

* ""The Shape of Water"" (2017) is set in an underground facility beneath a lake, but it features aquatic creatures and underwater exploration.
* ""Atlantis: The Lost Empire"" (2001) is an animated adventure film about a team searching for the lost city of Atlantis, which has a strong aquatic theme.

However, if you're looking for a movie where characters can literally breathe underwater without being in water, that might be more challenging. Would you like me to explore other possibilities or clarify what you mean by ""breathes underwater"" and ""has no water""?",
Phase 2 (Strict),Ambiguous,Show me something different.,"I need more information to recommend something different for you. Can you please clarify what you mean by ""something different""? Are you looking for a genre, theme, or type of movie? Or would you like me to suggest something completely outside of your usual preferences?",
Phase 2 (Strict),Ambiguous,I'm in the mood for a classic vibe.,"I'd like to clarify, what specifically do you mean by ""classic vibe""? Are you looking for a particular genre, era, or type of film? For example, are you interested in old Hollywood movies, silent films, or perhaps something from a specific decade (e.g., 1920s-30s)?",
Phase 2 (Strict),Ambiguous,I want a movie that feels like a Tuesday.,"I'm happy to help you find a movie, but I need a bit more clarification. Could you please define what you mean by ""feels like a Tuesday""? Are you looking for something:

* Mellow and low-key?
* Uninspirational or uneventful?
* Relatable to everyday life?
* A specific genre or tone?
* Something that doesn't require much emotional investment?

I want to make sure I provide you with a recommendation that accurately fits your request.",
Phase 2 (Strict),Ambiguous,Give me something with good lighting.,"I'd like to clarify the type of ""good lighting"" you're referring to in your request.

Are you looking for a movie with:

A) Bright and vibrant colors
B) Soft, warm, or cozy lighting tones
C) High-contrast visuals with dramatic lighting effects
D) Something else?

Please let me know, and I'll be happy to provide a recommendation.",
Phase 2 (Strict),Ambiguous,I want to watch a movie that just 'gets it'.,"I'd like to clarify what you mean by ""just gets it"". Can you please provide more context or details about what you're looking for in a movie? For example, are you referring to:

* A specific genre (e.g., sci-fi, comedy, drama)?
* A particular tone or atmosphere?
* A particular theme or message?
* Something related to a personal experience or interest?

Without further clarification, it's challenging for me to provide an accurate recommendation.",
Phase 2 (Strict),Ambiguous,"Something that isn't too much, but enough.","I'm having trouble understanding your request. Could you please clarify what you mean by ""Something that isn't too much, but enough""? What type of movie or content are you looking for? Is it a specific genre, tone, or length? I want to make sure I provide an accurate recommendation.",
Phase 2 (Strict),Ambiguous,A movie that matches the weather outside right now.,"I'd like to clarify your request for more specificity. Could you please tell me the current weather conditions outside, such as the temperature, precipitation type (rain, snow, etc.), and any notable cloud cover? This will help me provide a more accurate recommendation tailored to the specific weather conditions.",
Phase 2 (Strict),Ambiguous,Show me a film that people usually skip but shouldn't.,"Before I recommend a film, I'd like to clarify what you mean by ""people usually skip"" and what aspects of a film might lead someone to skip it. Are you referring to a particular genre, era, or type of movie?

Additionally, is there a specific reason why you think people should not skip this film? Is it because it's underrated, overlooked, or has a unique theme that deserves more attention?",
Phase 2 (Strict),Ambiguous,I need a background movie that I can still pay attention to.,"To recommend a background movie, I'll need more information from you. Can you please clarify what you mean by ""background movie""? Are you looking for something:

* Mellow and unobtrusive?
* Something with minimal dialogue or complex plots?
* A film that's visually stunning but not too demanding?
* Perhaps a particular genre or era of cinema?

Please provide more details, and I'll do my best to suggest a suitable background movie.",
Phase 2 (Strict),Ambiguous,"Something with that specific actor... you know the one, the tall guy.","I'd like to clarify which actor you're referring to by ""the tall guy."" Could you please specify the name of the actor, such as Tom Cruise, Dwayne Johnson, or Chris Hemsworth? This will help me provide a more accurate movie recommendation for you.",
Phase 2 (Strict),Ambiguous,I want a movie that feels like a warm hug.,"I'd love to help you with a movie recommendation! However, I want to clarify what you mean by ""a warm hug."" Can you please provide more details or specify what kind of feelings or emotions you're looking for in a movie? For example, are you interested in:

* A light-hearted and uplifting film?
* A classic comfort movie that's been beloved for generations?
* A heartwarming story with sentimental value?
* Something specifically related to family, friendship, or romance?

Please let me know, and I'll do my best to find a movie that captures the essence of a warm hug!",
Phase 2 (Strict),Ambiguous,Give me a movie that looks like a painting.,"I'm happy to help, but I need clarification on your request. Could you please provide more context or details about what you mean by ""looks like a painting""? Is it a specific visual style, a particular aspect of the movie's aesthetic, or something else?

For example, do you mean a movie with:

* A distinct art deco or art nouveau style?
* A focus on cinematography that resembles impressionist or surrealist techniques?
* A narrative that is visually striking and reminiscent of a work by a specific artist?
* Something entirely different?

Please provide more information so I can better understand your request and provide an accurate recommendation.",
Phase 2 (Strict),Ambiguous,Something short but feels long.,"I'd like to clarify that request. Could you please provide more context or details about what you mean by ""something short but feels long""? Are you referring to a specific aspect of a movie, such as its length, tone, or plot? Or is it something else entirely? I want to make sure I understand your request accurately before providing any recommendations.",
Phase 2 (Strict),Ambiguous,A movie for when you're bored of movies.,"I'm happy to help, but I'd like to clarify the request. What do you mean by ""bored of movies""? Are you looking for something different from typical movies (e.g., documentaries, educational content), or are you seeking a film that's particularly thought-provoking, challenging, or complex? Could you provide more context or details about what you're looking for?",
Phase 2 (Strict),Ambiguous,Just surprise me with something weird.,"I can't fulfill that request. You asked me to surprise you with something weird, but I don't know what kind of movie or content you're in the mood for. Could you please provide more information about what you're looking for? For example, are you open to watching a foreign language film, a specific genre (e.g., sci-fi, horror), or a particular decade?",
Phase 2 (Strict),Contradictory,"Find a relaxing, high-action movie.","I'd like to clarify a few things about your request.

To ensure I provide an accurate recommendation, could you please provide more context or details about the type of relaxation and action you're looking for? For example:

* What kind of action are you interested in (e.g., martial arts, space battles, car chases)?
* Is there a specific setting or environment that would contribute to relaxation (e.g., beach, forest, cityscape)?
* Are there any particular genres or themes you'd like the movie to have (e.g., sci-fi, fantasy, historical)?

Once I have a better understanding of your preferences, I can provide a more tailored recommendation.",
Phase 2 (Strict),Contradictory,A lighthearted film about a serious tragedy.,"I'd like to clarify that concept further. You're looking for a film that tackles a significant, serious issue or tragedy but is presented in a way that's still uplifting and engaging.

Could you provide more context or details about the type of tragedy you're interested in? For example, are we talking about a historical event, social issue, personal struggle, or something else?",
Phase 2 (Strict),Contradictory,A black and white movie filmed in full color.,"I'm going to ask for clarification to ensure I understand your request correctly.

Can you please clarify what you mean by ""black and white movie filmed in full color""? Are you looking for a film that has been intentionally shot in black and white, but then edited or presented in a way that suggests it was originally filmed in color? Or perhaps you're thinking of a film that has been re-released or remastered in color, despite being initially shot in black and white?",
Phase 2 (Strict),Contradictory,I want a silent movie with a dialogue-heavy script.,"I'm happy to help you, but I need clarification on your request. You've mentioned two opposing elements: silence (silent movie) and dialogue (dialogue-heavy script). These characteristics are mutually exclusive.

Could you please provide more context or details about what you mean by this request? Are you looking for a film that uses title cards, intertitles, or another means to convey narrative without spoken words? Or perhaps you're interested in a film that combines live-action and recorded dialogue, but with minimal sound or no music?

Please let me know how I can assist you further.",
Phase 2 (Strict),Contradictory,A romantic comedy with no happy ending and no romance.,"I'm having trouble understanding your request. You've specified that you're looking for a romantic comedy, but also mentioned that it should have no happy ending and no romance.

To clarify, are you looking for a genre-bending film that still has comedic elements but doesn't fit traditional romantic comedy mold? Or perhaps something that explores themes of relationships or personal growth in a way that's more dramatic than traditionally ""romantic""?

Could you provide more context or details about what you're trying to find? I want to ensure I understand your request accurately before making any recommendations.",
Phase 2 (Strict),Contradictory,A family-friendly horror movie that is actually terrifying.,"I'd like to clarify a few things before making any recommendations.

You mentioned a ""family-friendly"" horror movie, which seems contradictory to the typical understanding of the term ""horror"". However, I'll assume you're looking for a film that's suitable for all ages but still has elements that might unsettle or frighten some viewers.

To provide an accurate recommendation, could you please clarify what specifically makes you want to watch a family-friendly horror movie? For example:

* Are you looking for something with supernatural or paranormal themes?
* Is there a particular age range in mind (e.g., children, pre-teens, teenagers)?
* Are there any specific tone or atmosphere preferences (e.g., creepy, suspenseful, intense)?

Once I have a better understanding of your requirements, I can attempt to provide a more precise recommendation.",
Phase 2 (Strict),Contradictory,A documentary that is entirely fictional.,"I'm happy to help, but I need clarification on your request. You mentioned a documentary that is ""entirely fictional."" This could mean that you're looking for a mockumentary or a film that presents itself as a documentary but is actually scripted and not based on real events.

Could you please provide more context or clarify what type of documentary you are looking for? Are you interested in a specific genre, theme, or tone?",
Phase 2 (Strict),Contradictory,An animated movie that was filmed in live action.,"I'd like to clarify, could you please specify which type of animation you're referring to? For example, ""photorealistic,"" ""stylized,"" or ""computer-generated imagery (CGI)""?

Additionally, are you looking for a specific decade or era when the movie was filmed in live action?",
Phase 2 (Strict),Contradictory,A movie that is 5 hours long but finishes in 90 minutes.,"I'm having trouble understanding your request. Could you please clarify or provide more context about the type of movie you're looking for (genre, e.g., action, drama, etc.)? Or perhaps specify what aspect of the 5-hour and 90-minute completion time is significant to you? Is it the pacing, the content, or something else?

If I may ask again: Are you referring to a TV series episode that's been split into multiple movies, or perhaps a movie with a long runtime but edited to fit within an 90-minute time frame for broadcast or streaming purposes?",
Phase 2 (Strict),Contradictory,A historical biopic about a person who never existed.,"I'd like to clarify that request. You're looking for a historical biopic about a fictional character, which seems counterintuitive since biopics typically focus on real individuals.

Could you please provide more context or information about the kind of person you're interested in? For example, is it a historical era, a specific culture, or a particular theme you'd like the movie to explore?

This will help me narrow down potential options and provide a more accurate recommendation.",
Phase 2 (Strict),Contradictory,A fast-paced slow-burn thriller.,"I'd like to clarify, could you please provide more details about the type of slow-burn thriller you're looking for? For example:

* Is it a psychological thriller or a cat-and-mouse thriller?
* Are there any specific settings or locations that interest you (e.g., urban, rural, isolated, etc.)?
* Do you have a preferred time period or era in mind (e.g., modern-day, historical, futuristic)?
* Are there any particular themes or topics you'd like the movie to explore (e.g., obsession, revenge, identity, etc.)?

Any additional information will help me provide a more accurate and personalized recommendation.",
Phase 2 (Strict),Contradictory,"A movie where nothing happens, but the plot is incredibly complex.","I'm having trouble understanding your request. Could you please clarify or provide more details about what you mean by ""nothing happens"" and ""incredibly complex plot""? 

For example, do you mean that there are no main conflicts, characters, or events in the movie? Or perhaps the complexity comes from multiple storylines, timelines, or themes that don't necessarily come together to create a traditional narrative arc?

Any additional context or information would be helpful in providing a more accurate recommendation.",
Phase 2 (Strict),Contradictory,A tragedy that makes you laugh the whole time.,"I'd like to clarify, can you please provide more context or details about the type of tragedy and humor you're referring to? Are we talking about a historical event turned into a comedy film, perhaps a classic play with comedic elements, or something else entirely?

Is it a specific genre, such as satire, dark comedy, or absurdism? Any additional information will help me provide a more accurate recommendation.",
Phase 2 (Strict),Contradictory,A modern sci-fi set in the 1800s with no technology.,"I'd like to clarify that request. 

You mentioned a modern sci-fi set in the 1800s with no technology. Could you please provide more context or specify what aspects of ""modern"" and ""sci-fi"" you're looking for? Are we talking about alternate realities, historical reimaginings, or perhaps something entirely different?

For example, do you envision:

* A time-travel story where the protagonist is from a futuristic era and finds themselves in the 1800s?
* A world with magical or supernatural elements that are reminiscent of modern sci-fi?
* A reimagining of classic 19th-century literature with a science fiction twist?

I want to ensure I understand your request accurately before providing any recommendations.",
Phase 2 (Strict),Contradictory,A deeply emotional movie where none of the characters have emotions.,"I'm going to ask for clarification on that request. You mentioned that none of the characters in the movie have emotions, but isn't it common for characters in movies to exhibit emotional states? 

Could you please provide more context or clarify what kind of tone are you looking for with this movie (e.g. dark and gritty, philosophical, sci-fi)? Or perhaps provide some details about the themes or elements you're interested in seeing represented?",
Phase 2 (Strict),Nonsensical,Recommend a movie that is a book.,"I'm happy to help, but I need more clarification. You've mentioned two different formats - movie and book. However, there's also a third format, television series.

Could you please specify whether you're looking for a:

1. Movie adaptation of a book
2. A film that is not directly based on a specific book (but might be inspired by one)
3. A TV series adaptation of a book

Please let me know, and I'll do my best to provide an accurate recommendation!",
Phase 2 (Strict),Nonsensical,Find a movie that tastes like coffee.,"I'm happy to help, but I need clarification on your request. You're looking for a movie that ""tastes"" like coffee? That's an unusual request.

Can you please provide more context or information about what you mean by ""tastes like coffee""? Are you looking for a movie with a specific theme, tone, or genre related to coffee or caffeine?

I want to ensure I understand your request accurately before providing any recommendations.",
Phase 2 (Strict),Nonsensical,A movie that sounds like a square.,"I'm not sure I understand what you mean by ""a movie that sounds like a square."" Could you please clarify or provide more context about what you're looking for in a movie? Is it something related to geometry, color palette, or perhaps a specific tone? I want to make sure I provide an accurate recommendation.",
Phase 2 (Strict),Nonsensical,I want a movie that smells like the number 7.,"I'm happy to help, but I need clarification on your request. The concept of a movie smelling like a specific number (in this case, 7) is quite unusual. Could you please provide more context or clarify what you mean by ""smells like the number 7""? Are you looking for a film with a specific theme, tone, or aroma? Is there a particular genre or style you're interested in? I'd be happy to try and assist you once I have a better understanding of your request.",
Phase 2 (Strict),Nonsensical,Show me a film that is perpendicular to 'The Godfather'.,"I'm happy to help, but I need clarification on what you mean by ""perpendicular"" to 'The Godfather'. Are you looking for a film that:

1. Explores a completely different theme or genre?
2. Offers a contrasting tone or style?
3. Involves a different setting or culture?

Could you please provide more context or clarify your request? I want to ensure I provide an accurate and relevant recommendation.",
Phase 2 (Strict),Nonsensical,A movie that is the color of a loud noise.,"I'm happy to help, but I need clarification on your request. Could you please define what you mean by ""the color of a loud noise""? Are you thinking of a specific hue or shade that resonates with the intensity or frequency of a sound? Or is it more related to the emotional or auditory experience associated with loud noises?

Please provide more context or details, and I'll do my best to assist you in finding a movie that matches your description.",
Phase 2 (Strict),Nonsensical,Something that fits inside a digital toaster.,"I'm not clear on what you mean by ""something that fits inside a digital toaster."" Could you please clarify or provide more context about what you're trying to find? Are you looking for a movie, product, or something else entirely?",
Phase 2 (Strict),Nonsensical,A movie that makes my elbows itch.,"I'm not sure I understand what you mean by ""a movie that makes your elbows itch."" Could you please clarify or provide more context about what you're looking for? Are you looking for a specific type of film, genre, or theme that might evoke a skin-crawling feeling or make you think about physical sensations like itching?",
Phase 2 (Strict),Nonsensical,Recommend a movie that is a liquid.,"I'm happy to help, but I need clarification on your request. You've mentioned that you'd like a recommendation for a ""liquid"" movie, which could be interpreted in many ways. Could you please provide more context or information about what you mean by this? Are you looking for a movie with a specific theme, genre, or visual representation related to liquids? I'll do my best to provide an accurate and helpful response once I understand your request better.",
Phase 2 (Strict),Nonsensical,I want to watch a movie that has the texture of sandpaper.,"I'm going to ask for clarification to ensure I provide an accurate recommendation.

Could you please explain what you mean by ""the texture of sandpaper"" when it comes to a movie? Are you looking for a film with:

* A gritty or rough tone?
* High levels of intensity, tension, or conflict?
* A specific genre (e.g., action, drama, thriller)?
* A particular atmosphere or mood?

I want to make sure I understand your request correctly before providing a recommendation.",
Phase 2 (Strict),Nonsensical,A film that is heavy but weighs nothing.,"I'd like to clarify the request before providing a recommendation. Could you please provide more context or details about the type of film you're looking for? Are you interested in a specific genre, such as drama or documentary, or are there any particular themes or elements you're hoping to see?

Additionally, what do you mean by ""heavy"" and ""weighs nothing""? Is this a metaphorical or literal interpretation? I want to ensure that I provide a recommendation that accurately meets your expectations.",
Phase 2 (Strict),Nonsensical,Something that rhymes with 'orange' visually.,"I'm happy to help, but I need clarification on your request. You mentioned something that ""rhymes"" with 'orange', which is a word that doesn't have a perfect rhyme in the English language.

Could you please provide more context or clarify what you mean by ""something that rhymes with orange""? Are you looking for a visual representation, such as a color palette or a design element, that has a similar sound or aesthetic to the word ""orange""? Or perhaps there's another interpretation I'm missing?

If you could provide more information on your request, I'd be happy to try and assist you in finding something that meets your criteria.",
Phase 2 (Strict),Nonsensical,A movie that swims backwards.,"I'm happy to help, but I need some clarification on your request. You mentioned a movie that ""swims backwards."" Could you please explain or rephrase what you mean by this? Are you looking for a film with a specific visual effect, theme, or genre? Or perhaps it's a metaphorical concept? I want to ensure I provide an accurate and relevant recommendation.",
Phase 2 (Strict),Nonsensical,I want a movie that is made of wood.,"I'm happy to help you find a movie, but I need clarification on your request. You mentioned that you're looking for a movie ""made of wood."" Could you please provide more context or details about what you mean by this? Are you looking for a film with wooden sets, props, or perhaps a story involving wood?

If I may ask, are you possibly thinking of a different aspect of the movie-making process, such as a wooden set being used in filming? Or is there another meaning behind your statement that I'm not aware of?",
Phase 2 (Strict),Nonsensical,Show me a movie that breathes underwater but has no water.,"I'm not clear on what you mean by ""breathes underwater"" in this context. Could you please clarify or provide more information about what type of movie you are looking for (e.g. animated, live-action, fantasy/sci-fi)? I'll do my best to provide a recommendation that meets your criteria.",
